shop_id,customer_id,transaction_id,amount,date
SHOP_001,C0469,T10245,423.0,2026-07-16
SHOP_001,C0396,T10246,328.0,2026-07-16
SHOP_001,C0463,T10247,582.0,2026-07-16
SHOP_001,C0369,T10248,715.0,2026-07-16
SHOP_001,C0254,T10249,298.0,2026-07-16
SHOP_001,C0671,T10250,1094.0,2026-07-16
SHOP_001,C0289,T10251,378.0,2026-07-16
SHOP_001,C0392,T10252,445.0,2026-07-16
SHOP_001,C0621,T10253,347.0,2026-07-16
SHOP_001,C0774,T10254,302.0,2026-07-16
SHOP_001,C0768,T10255,680.0,2026-07-16
SHOP_001,C0030,T10256,307.0,2026-07-16
SHOP_001,C0626,T10257,888.0,2026-07-16
SHOP_001,C0070,T10258,419.0,2026-07-16
SHOP_001,C0625,T10259,539.0,2026-07-16
SHOP_001,C0200,T10260,336.0,2026-07-16
SHOP_001,C0966,T10261,616.0,2026-07-16
SHOP_001,C0540,T10262,769.0,2026-07-16
SHOP_001,C0526,T10263,639.0,2026-07-16
SHOP_001,C0712,T10264,470.0,2026-07-16
SHOP_001,C0506,T10265,221.0,2026-07-16
SHOP_001,C0753,T10266,1487.0,2026-07-16
SHOP_001,C0383,T10267,562.0,2026-07-16
SHOP_001,C0681,T10268,784.0,2026-07-16
SHOP_001,C0856,T10269,377.0,2026-07-16
SHOP_001,C0031,T10270,810.0,2026-07-17
SHOP_001,C0768,T10271,530.0,2026-07-17
SHOP_001,C0723,T10272,188.0,2026-07-17
SHOP_001,C0353,T10273,689.0,2026-07-17
SHOP_001,C0158,T10274,892.0,2026-07-17
SHOP_001,C0738,T10275,612.0,2026-07-17
SHOP_001,C0019,T10276,707.0,2026-07-17
SHOP_001,C0030,T10277,431.0,2026-07-17
SHOP_001,C0123,T10278,573.0,2026-07-17
SHOP_001,C0106,T10279,528.0,2026-07-17
SHOP_001,C0872,T10280,757.0,2026-07-17
SHOP_001,C0475,T10281,600.0,2026-07-17
SHOP_001,C0176,T10282,926.0,2026-07-17
SHOP_001,C0325,T10283,925.0,2026-07-17
SHOP_001,C0734,T10284,470.0,2026-07-17
SHOP_001,C0019,T10285,947.0,2026-07-17
SHOP_001,C0509,T10286,574.0,2026-07-17
SHOP_001,C0673,T10287,357.0,2026-07-17
SHOP_001,C0338,T10288,713.0,2026-07-17
SHOP_001,C0264,T10289,671.0,2026-07-17
SHOP_001,C0355,T10290,533.0,2026-07-17
SHOP_001,C0539,T10291,748.0,2026-07-17
SHOP_001,C0993,T10292,682.0,2026-07-17
SHOP_001,C0174,T10293,709.0,2026-07-17
SHOP_001,C0647,T10294,822.0,2026-07-17
SHOP_001,C0556,T10295,844.0,2026-07-17
SHOP_001,C0625,T10296,306.0,2026-07-17
SHOP_001,C0353,T10297,534.0,2026-07-17
SHOP_001,C0333,T10298,382.0,2026-07-17
SHOP_001,C0763,T10299,486.0,2026-07-17
SHOP_001,C0648,T10300,253.0,2026-07-17
SHOP_001,C0738,T10301,579.0,2026-07-17
SHOP_001,C0599,T10302,342.0,2026-07-17
SHOP_001,C0311,T10303,294.0,2026-07-18
SHOP_001,C0694,T10304,634.0,2026-07-18
SHOP_001,C0694,T10305,825.0,2026-07-18
SHOP_001,C0153,T10306,564.0,2026-07-18
SHOP_001,C0308,T10307,385.0,2026-07-18
SHOP_001,C0692,T10308,800.0,2026-07-18
SHOP_001,C0714,T10309,318.0,2026-07-18
SHOP_001,C0583,T10310,368.0,2026-07-18
SHOP_001,C0312,T10311,817.0,2026-07-18
SHOP_001,C0143,T10312,357.0,2026-07-18
SHOP_001,C0855,T10313,401.0,2026-07-18
SHOP_001,C0473,T10314,662.0,2026-07-18
SHOP_001,C0322,T10315,940.0,2026-07-18
SHOP_001,C0294,T10316,561.0,2026-07-18
SHOP_001,C0258,T10317,380.0,2026-07-18
SHOP_001,C0183,T10318,867.0,2026-07-18
SHOP_001,C0541,T10319,736.0,2026-07-18
SHOP_001,C0918,T10320,770.0,2026-07-18
SHOP_001,C0973,T10321,754.0,2026-07-18
SHOP_001,C0181,T10322,677.0,2026-07-18
SHOP_001,C0831,T10323,589.0,2026-07-18
SHOP_001,C0446,T10324,488.0,2026-07-18
SHOP_001,C0338,T10325,452.0,2026-07-18
SHOP_001,C0842,T10326,802.0,2026-07-18
SHOP_001,C0376,T10327,849.0,2026-07-18
SHOP_001,C0440,T10328,922.0,2026-07-18
SHOP_001,C0931,T10329,990.0,2026-07-18
SHOP_001,C0940,T10330,248.0,2026-07-18
SHOP_001,C0874,T10331,538.0,2026-07-18
SHOP_001,C0723,T10332,471.0,2026-07-18
SHOP_001,C0990,T10333,251.0,2026-07-18
SHOP_001,C0738,T10334,542.0,2026-07-18
SHOP_001,C0862,T10335,498.0,2026-07-18
SHOP_001,C0315,T10336,994.0,2026-07-18
SHOP_001,C0422,T10337,483.0,2026-07-18
SHOP_001,C0229,T10338,1182.0,2026-07-18
SHOP_001,C0511,T10339,710.0,2026-07-19
SHOP_001,C0530,T10340,446.0,2026-07-19
SHOP_001,C0345,T10341,503.0,2026-07-19
SHOP_001,C0961,T10342,605.0,2026-07-19
SHOP_001,C0560,T10343,404.0,2026-07-19
SHOP_001,C0343,T10344,298.0,2026-07-19
SHOP_001,C0396,T10345,451.0,2026-07-19
SHOP_001,C0142,T10346,444.0,2026-07-19
SHOP_001,C0325,T10347,360.0,2026-07-19
SHOP_001,C0872,T10348,726.0,2026-07-19
SHOP_001,C0858,T10349,427.0,2026-07-19
SHOP_001,C0768,T10350,1215.0,2026-07-19
SHOP_001,C0625,T10351,616.0,2026-07-19
SHOP_001,C0671,T10352,2086.0,2026-07-19
SHOP_001,C0290,T10353,1106.0,2026-07-19
SHOP_001,C0879,T10354,973.0,2026-07-19
SHOP_001,C0456,T10355,324.0,2026-07-19
SHOP_001,C0805,T10356,402.0,2026-07-19
SHOP_001,C0201,T10357,680.0,2026-07-19
SHOP_001,C0762,T10358,578.0,2026-07-19
SHOP_001,C0560,T10359,641.0,2026-07-19
SHOP_001,C0181,T10360,402.0,2026-07-19
SHOP_001,C0254,T10361,268.0,2026-07-19
SHOP_001,C0539,T10362,729.0,2026-07-19
SHOP_001,C0355,T10363,648.0,2026-07-19
SHOP_001,C0046,T10364,425.0,2026-07-19
SHOP_001,C0592,T10365,976.0,2026-07-19
SHOP_001,C0663,T10366,672.0,2026-07-19
SHOP_001,C0401,T10367,869.0,2026-07-19
SHOP_001,C0604,T10368,390.0,2026-07-20
SHOP_001,C0524,T10369,704.0,2026-07-20
SHOP_001,C0341,T10370,660.0,2026-07-20
SHOP_001,C0464,T10371,522.0,2026-07-20
SHOP_001,C0927,T10372,477.0,2026-07-20
SHOP_001,C0325,T10373,518.0,2026-07-20
SHOP_001,C0518,T10374,788.0,2026-07-20
SHOP_001,C0728,T10375,431.0,2026-07-20
SHOP_001,C0105,T10376,377.0,2026-07-20
SHOP_001,C0209,T10377,862.0,2026-07-20
SHOP_001,C0872,T10378,1083.0,2026-07-20
SHOP_001,C0791,T10379,377.0,2026-07-20
SHOP_001,C0772,T10380,606.0,2026-07-20
SHOP_001,C0084,T10381,489.0,2026-07-20
SHOP_001,C0677,T10382,319.0,2026-07-20
SHOP_001,C0209,T10383,1179.0,2026-07-20
SHOP_001,C0159,T10384,333.0,2026-07-20
SHOP_001,C0984,T10385,237.0,2026-07-20
SHOP_001,C0289,T10386,597.0,2026-07-20
SHOP_001,C0670,T10387,598.0,2026-07-20
SHOP_001,C0542,T10388,255.0,2026-07-20
SHOP_001,C0304,T10389,478.0,2026-07-20
SHOP_001,C0197,T10390,445.0,2026-07-20
SHOP_001,C0242,T10391,1209.0,2026-07-21
SHOP_001,C0587,T10392,678.0,2026-07-21
SHOP_001,C0288,T10393,790.0,2026-07-21
SHOP_001,C0271,T10394,483.0,2026-07-21
SHOP_001,C0526,T10395,402.0,2026-07-21
SHOP_001,C0013,T10396,309.0,2026-07-21
SHOP_001,C0353,T10397,1026.0,2026-07-21
SHOP_001,C0940,T10398,328.0,2026-07-21
SHOP_001,C0105,T10399,593.0,2026-07-21
SHOP_001,C0295,T10400,274.0,2026-07-21
SHOP_001,C0648,T10401,336.0,2026-07-21
SHOP_001,C0762,T10402,777.0,2026-07-21
SHOP_001,C0548,T10403,516.0,2026-07-21
SHOP_001,C0498,T10404,387.0,2026-07-21
SHOP_001,C0692,T10405,410.0,2026-07-21
SHOP_001,C0761,T10406,433.0,2026-07-21
SHOP_001,C0718,T10407,452.0,2026-07-21
SHOP_001,C0426,T10408,515.0,2026-07-21
SHOP_001,C0657,T10409,414.0,2026-07-21
SHOP_001,C0631,T10410,587.0,2026-07-21
SHOP_001,C0202,T10411,682.0,2026-07-21
SHOP_001,C0736,T10412,799.0,2026-07-21
SHOP_001,C0841,T10413,338.0,2026-07-21
SHOP_001,C0227,T10414,978.0,2026-07-21
SHOP_001,C0649,T10415,1033.0,2026-07-21
SHOP_001,C0490,T10416,536.0,2026-07-21
SHOP_001,C0478,T10417,367.0,2026-07-22
SHOP_001,C0142,T10418,492.0,2026-07-22
SHOP_001,C0271,T10419,743.0,2026-07-22
SHOP_001,C0424,T10420,801.0,2026-07-22
SHOP_001,C0280,T10421,398.0,2026-07-22
SHOP_001,C0645,T10422,632.0,2026-07-22
SHOP_001,C0779,T10423,459.0,2026-07-22
SHOP_001,C0660,T10424,478.0,2026-07-22
SHOP_001,C0105,T10425,911.0,2026-07-22
SHOP_001,C0295,T10426,456.0,2026-07-22
SHOP_001,C0344,T10427,356.0,2026-07-22
SHOP_001,C0524,T10428,351.0,2026-07-22
SHOP_001,C0645,T10429,473.0,2026-07-22
SHOP_001,C0554,T10430,493.0,2026-07-22
SHOP_001,C0924,T10431,455.0,2026-07-22
SHOP_001,C0617,T10432,472.0,2026-07-22
SHOP_001,C0105,T10433,1054.0,2026-07-22
SHOP_001,C0777,T10434,510.0,2026-07-22
SHOP_001,C0967,T10435,685.0,2026-07-22
SHOP_001,C0862,T10436,929.0,2026-07-22
SHOP_001,C0066,T10437,485.0,2026-07-22
SHOP_001,C0019,T10438,929.0,2026-07-22
SHOP_001,C0227,T10439,232.0,2026-07-22
SHOP_001,C0092,T10440,1131.0,2026-07-22
SHOP_001,C0322,T10441,612.0,2026-07-22
SHOP_001,C0898,T10442,400.0,2026-07-22
SHOP_001,C0763,T10443,595.0,2026-07-23
SHOP_001,C0273,T10444,561.0,2026-07-23
SHOP_001,C0535,T10445,567.0,2026-07-23
SHOP_001,C0066,T10446,430.0,2026-07-23
SHOP_001,C0396,T10447,291.0,2026-07-23
SHOP_001,C0144,T10448,474.0,2026-07-23
SHOP_001,C0211,T10449,294.0,2026-07-23
SHOP_001,C0777,T10450,554.0,2026-07-23
SHOP_001,C0353,T10451,580.0,2026-07-23
SHOP_001,C0515,T10452,497.0,2026-07-23
SHOP_001,C0518,T10453,524.0,2026-07-23
SHOP_001,C0588,T10454,461.0,2026-07-23
SHOP_001,C0714,T10455,575.0,2026-07-23
SHOP_001,C0172,T10456,479.0,2026-07-23
SHOP_001,C0524,T10457,785.0,2026-07-23
SHOP_001,C0751,T10458,614.0,2026-07-23
SHOP_001,C0483,T10459,530.0,2026-07-23
SHOP_001,C0284,T10460,690.0,2026-07-23
SHOP_001,C0307,T10461,1133.0,2026-07-23
SHOP_001,C0768,T10462,892.0,2026-07-23
SHOP_001,C0707,T10463,1001.0,2026-07-23
SHOP_001,C0211,T10464,453.0,2026-07-23
SHOP_001,C0782,T10465,523.0,2026-07-23
SHOP_001,C0539,T10466,545.0,2026-07-23
SHOP_001,C0844,T10467,1239.0,2026-07-23
SHOP_001,C0767,T10468,272.0,2026-07-23
SHOP_001,C0997,T10469,407.0,2026-07-24
SHOP_001,C0476,T10470,361.0,2026-07-24
SHOP_001,C0188,T10471,530.0,2026-07-24
SHOP_001,C0737,T10472,634.0,2026-07-24
SHOP_001,C0142,T10473,436.0,2026-07-24
SHOP_001,C0080,T10474,1108.0,2026-07-24
SHOP_001,C0780,T10475,683.0,2026-07-24
SHOP_001,C0805,T10476,330.0,2026-07-24
SHOP_001,C0263,T10477,549.0,2026-07-24
SHOP_001,C0333,T10478,843.0,2026-07-24
SHOP_001,C0499,T10479,1156.0,2026-07-24
SHOP_001,C0089,T10480,315.0,2026-07-24
SHOP_001,C0813,T10481,566.0,2026-07-24
SHOP_001,C0800,T10482,465.0,2026-07-24
SHOP_001,C0841,T10483,847.0,2026-07-24
SHOP_001,C0754,T10484,540.0,2026-07-24
SHOP_001,C0296,T10485,463.0,2026-07-24
SHOP_001,C0379,T10486,465.0,2026-07-24
SHOP_001,C0047,T10487,450.0,2026-07-24
SHOP_001,C0073,T10488,327.0,2026-07-24
SHOP_001,C0928,T10489,667.0,2026-07-24
SHOP_001,C0360,T10490,322.0,2026-07-24
SHOP_001,C0498,T10491,650.0,2026-07-24
SHOP_001,C0969,T10492,796.0,2026-07-24
SHOP_001,C1000,T10493,631.0,2026-07-24
SHOP_001,C0512,T10494,363.0,2026-07-24
SHOP_001,C0121,T10495,603.0,2026-07-24
SHOP_001,C0888,T10496,530.0,2026-07-24
SHOP_001,C0174,T10497,513.0,2026-07-24
SHOP_001,C0880,T10498,686.0,2026-07-25
SHOP_001,C0132,T10499,454.0,2026-07-25
SHOP_001,C0848,T10500,567.0,2026-07-25
SHOP_001,C0781,T10501,789.0,2026-07-25
SHOP_001,C0844,T10502,1212.0,2026-07-25
SHOP_001,C0388,T10503,986.0,2026-07-25
SHOP_001,C0754,T10504,814.0,2026-07-25
SHOP_001,C0195,T10505,712.0,2026-07-25
SHOP_001,C0648,T10506,405.0,2026-07-25
SHOP_001,C0411,T10507,645.0,2026-07-25
SHOP_001,C0498,T10508,521.0,2026-07-25
SHOP_001,C0019,T10509,605.0,2026-07-25
SHOP_001,C0217,T10510,410.0,2026-07-25
SHOP_001,C0509,T10511,892.0,2026-07-25
SHOP_001,C0261,T10512,1256.0,2026-07-25
SHOP_001,C0793,T10513,360.0,2026-07-25
SHOP_001,C0943,T10514,532.0,2026-07-25
SHOP_001,C0143,T10515,1109.0,2026-07-25
SHOP_001,C0315,T10516,635.0,2026-07-25
SHOP_001,C0028,T10517,550.0,2026-07-25
SHOP_001,C0985,T10518,354.0,2026-07-25
SHOP_001,C0109,T10519,802.0,2026-07-25
SHOP_001,C0965,T10520,380.0,2026-07-25
SHOP_001,C0708,T10521,847.0,2026-07-25
SHOP_001,C0742,T10522,928.0,2026-07-25
SHOP_001,C0707,T10523,464.0,2026-07-25
SHOP_001,C0741,T10524,339.0,2026-07-25
SHOP_001,C0509,T10525,833.0,2026-07-25
SHOP_001,C0636,T10526,950.0,2026-07-25
SHOP_001,C0950,T10527,591.0,2026-07-25
SHOP_001,C0426,T10528,273.0,2026-07-25
SHOP_001,C0753,T10529,902.0,2026-07-25
SHOP_001,C0080,T10530,903.0,2026-07-25
SHOP_001,C0047,T10531,611.0,2026-07-26
SHOP_001,C0229,T10532,602.0,2026-07-26
SHOP_001,C0785,T10533,425.0,2026-07-26
SHOP_001,C0897,T10534,728.0,2026-07-26
SHOP_001,C0211,T10535,688.0,2026-07-26
